0.000000000000000000e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
9.785921666024668397e-01 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
1.957184333204933679e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
2.935776499807400519e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
3.914368666409867359e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
4.892960833012334199e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
5.871552999614801038e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
6.850145166217267878e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
7.828737332819734718e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
8.807329499422202446e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
9.785921666024668397e+00 8.126831999999996597e-04 8.126831999999996597e-04 8.126831999999996597e-04
1.076451383262713435e+01 1.068195027051679972e+04 4.659933790511998950e+02 1.803003877152000314e+02
1.174310599922960208e+01 9.321916717283995240e+04 1.339239584256800299e+04 1.760331509718720190e+04
1.272169816583206980e+01 1.095029156589575723e+05 4.136120748369438661e+04 6.254094211475758493e+04
1.370029033243453576e+01 2.656286203352319353e+04 4.922450225422639778e+04 5.178495324338158389e+04
1.467888249903700171e+01 1.267822106728000335e+02 3.785614084210479632e+04 1.451702408410639873e+04
1.565747466563946944e+01 1.045654245488000385e+02 2.831869108470479114e+04 7.693943256916801147e+03
1.663606683224193716e+01 9.885044406000002937e+01 2.037928966879360087e+04 7.964257312228002775e+03
1.761465899884440489e+01 1.342635923240000011e+02 1.478466342525760410e+04 8.227214706620001380e+03
1.859325116544686907e+01 4.191166313663999290e+02 1.065859735888960131e+04 8.449550899304002087e+03
1.957184333204933679e+01 7.185943784311998570e+02 7.836009506052001598e+03 8.628427722397600519e+03
2.055043549865180452e+01 1.030671862215200008e+03 5.881736124597600792e+03 8.896484759778399166e+03
2.152902766525426870e+01 9.420224397871996871e+02 4.499244743494401519e+03 9.185179712382401704e+03
2.250761983185673643e+01 4.493873575967998590e+02 3.464989959961599652e+03 9.047644760853601838e+03
2.348621199845920415e+01 2.136209070160000181e+02 2.652781345073599823e+03 8.821551702992002902e+03
2.446480416506167188e+01 1.328180615215999865e+02 1.956354067832800411e+03 7.991431787352002175e+03
2.544339633166413961e+01 9.775247825760001774e+01 1.367746322858399935e+03 4.806302446647202487e+03
2.642198849826660378e+01 8.241117739520001351e+01 1.022834004528799710e+03 1.129646750621599949e+03
2.740058066486907151e+01 6.425196444400002349e+01 7.224175074527998959e+02 2.183956975928000190e+02
2.837917283147153924e+01 5.055227198800000821e+01 5.553054081800000858e+02 2.188009635952000451e+02
2.935776499807400342e+01 6.236424712960001671e+01 4.155550618904000544e+02 1.904391805184000361e+02
3.033635716467647114e+01 1.122712190280000328e+02 3.329967855264000036e+02 1.910410796880000248e+02
3.131494933127893887e+01 2.816711582840000574e+02 2.782090680920001091e+02 2.301266552944000807e+02
3.229354149788140660e+01 4.496130751968000254e+02 3.088078290960000345e+02 2.921628564408000557e+02
3.327213366448387433e+01 3.260399446336000437e+02 3.589914031160000150e+02 3.286041869992000102e+02
3.425072583108634205e+01 1.275360573952000038e+02 3.008506549664000431e+02 2.279729593816000204e+02
3.522931799768880978e+01 6.352541514240000708e+01 2.292119571200000223e+02 1.335190406224000128e+02
3.620791016429127041e+01 3.741584012880000643e+01 1.839569950176000077e+02 9.868500263680002149e+01
3.718650233089373813e+01 3.380523181840001001e+01 1.249957448472000294e+02 1.043181262360000119e+02
3.816509449749620586e+01 2.540807598080000673e+01 9.432583008960000370e+01 1.032199999232000209e+02
3.914368666409867359e+01 2.138359017519999838e+01 8.426838506880001489e+01 9.928675676240000314e+01
4.012227883070114132e+01 1.741793748880000336e+01 6.923055479440000681e+01 9.305429352080003014e+01
4.110087099730360904e+01 1.244884356000000025e+01 5.456363931920000709e+01 8.767328231360002633e+01
4.207946316390607677e+01 1.172365398719999874e+01 3.446069352079999959e+01 8.160787145680002652e+01
4.305805533050853739e+01 7.171102869600001206e+00 3.354060386080000455e+01 7.414116441760002374e+01
